"","title","date","author","year","day","month","month.num","date.comb","date.format"
"231","Digitizing plots","March 12, 2014","Dan Kelley Blog/R",2014,12,"March",3,"2014-3-12",2014-03-12
"232","OpenCPU 1.2.3 release","March 12, 2014","Jeroen Ooms",2014,12,"March",3,"2014-3-12",2014-03-12
"233","QuantLib 1.4 packages also available for Ubuntu and Windoze","March 11, 2014","Thinking inside the box",2014,11,"March",3,"2014-3-11",2014-03-11
"234","GSOC 2014: Let’s do it again!","March 11, 2014","Peter Carl",2014,11,"March",3,"2014-3-11",2014-03-11
"235","A new series: R-fiddle of the Week","March 11, 2014","DataCamp",2014,11,"March",3,"2014-3-11",2014-03-11
"236","where did the normalising constants go?! [part 2]","March 11, 2014","xi'an",2014,11,"March",3,"2014-3-11",2014-03-11
"237","Less wordy R","March 11, 2014","Luis",2014,11,"March",3,"2014-3-11",2014-03-11
"238","Package rinat use case: map of iNaturalist project","March 11, 2014","vijaybarve",2014,11,"March",3,"2014-3-11",2014-03-11
"239","Call for Presentations for the EARL Conference, London Sep 2014","March 11, 2014","Tal Galili",2014,11,"March",3,"2014-3-11",2014-03-11
"240","Confounding & collinearity","March 11, 2014","suman",2014,11,"March",3,"2014-3-11",2014-03-11
"241","SAS, SPSS, Stata Users: Learn R from Home April 21","March 11, 2014","Bob Muenchen",2014,11,"March",3,"2014-3-11",2014-03-11
"242","Syria Timeline","March 11, 2014","jlebeau",2014,11,"March",3,"2014-3-11",2014-03-11
"243","googleVis code development moved to GitHub","March 11, 2014","Markus Gesmann",2014,11,"March",3,"2014-3-11",2014-03-11
"244","Upcoming NYC R Programming Classes","March 10, 2014","vivian",2014,10,"March",3,"2014-3-10",2014-03-10
"245","Capturing Intraday data","March 10, 2014","systematicinvestor",2014,10,"March",3,"2014-3-10",2014-03-10
"246","where did the normalising constants go?! [part 1]","March 10, 2014","xi'an",2014,10,"March",3,"2014-3-10",2014-03-10
"247","Using Google BigQuery with R","March 10, 2014","julianhi",2014,10,"March",3,"2014-3-10",2014-03-10
"248","R 3.0.3 is released","March 10, 2014","Tal Galili",2014,10,"March",3,"2014-3-10",2014-03-10
"249","Lebanon shouldering Syria","March 10, 2014","jlebeau",2014,10,"March",3,"2014-3-10",2014-03-10
"250","Stan Model of the Week:  PK Calculation of IV and Oral Dosing","March 10, 2014","Bob Carpenter",2014,10,"March",3,"2014-3-10",2014-03-10
"251","How effective is my research programming workflow? The Philip Test – Part 1","March 10, 2014","Robin Wilson",2014,10,"March",3,"2014-3-10",2014-03-10
"252","Real-time Reporting with the Adobe Analytics API","March 10, 2014","Randy Zwitch",2014,10,"March",3,"2014-3-10",2014-03-10
"253","Writing a book with a little help from Emacs and friends","March 10, 2014","Oscar Perpiñán Lamigueiro",2014,10,"March",3,"2014-3-10",2014-03-10
"254","Displaying time series, spatial, and space-time data with R is available for pre-order","March 10, 2014","Oscar Perpiñán Lamigueiro",2014,10,"March",3,"2014-3-10",2014-03-10
"255","Performance of Trend Factor in Chinese market","March 10, 2014","Quantitative Finance Collector",2014,10,"March",3,"2014-3-10",2014-03-10
"256","Using old versions of R packages","March 9, 2014","Rob J Hyndman",2014,9,"March",3,"2014-3-9",2014-03-09
"257","Intraday data","March 9, 2014","systematicinvestor",2014,9,"March",3,"2014-3-9",2014-03-09
"258","Gadka na SERze","March 9, 2014","Michal",2014,9,"March",3,"2014-3-9",2014-03-09
"259","Dora’s Choice","March 9, 2014","aschinchon",2014,9,"March",3,"2014-3-9",2014-03-09
"260","A question of model uncertainty","March 9, 2014","Ron Pearson (aka TheNoodleDoodler)",2014,9,"March",3,"2014-3-9",2014-03-09
"261","Bay Area RUG Talk on 3/17","March 9, 2014","Max Kuhn",2014,9,"March",3,"2014-3-9",2014-03-09
"262","RQuantLib 0.3.12","March 9, 2014","Thinking inside the box",2014,9,"March",3,"2014-3-9",2014-03-09
"263","PK calculation of IV and oral dosing in JAGS","March 9, 2014","Wingfeet",2014,9,"March",3,"2014-3-9",2014-03-09
"264","Sustainability of water use in agriculture","March 9, 2014","vikasrawal",2014,9,"March",3,"2014-3-9",2014-03-09
"265","The ""Fighting Sioux"" Surge","March 8, 2014","Cory Lesmeister",2014,8,"March",3,"2014-3-8",2014-03-08
"266","Analysis of HR Emails","March 8, 2014","Pradeep Mavuluri",2014,8,"March",3,"2014-3-8",2014-03-08
"267","colorRampPaletteAlpha() and addalpha() – helper functions for adding transparency to colors in R","March 8, 2014","Myles Harrison",2014,8,"March",3,"2014-3-8",2014-03-08
"268","RcppArmadillo 0.4.100.2.1","March 8, 2014","Thinking inside the box",2014,8,"March",3,"2014-3-8",2014-03-08
"269","Developer snapshots of #sjPlot-package now on #Github #rstats","March 8, 2014","Daniel",2014,8,"March",3,"2014-3-8",2014-03-08
"270","RcppEigen 0.3.2.1.0 and 0.3.2.1.1","March 7, 2014","Thinking inside the box",2014,7,"March",3,"2014-3-7",2014-03-07
"271","Ever wonder how popular your favorite R functions are?","March 7, 2014","Francis Smart",2014,7,"March",3,"2014-3-7",2014-03-07
"272","A Hack to Create Matrices in R, Matlab style","March 7, 2014","Rasmus Bååth",2014,7,"March",3,"2014-3-7",2014-03-07
"273","R 3.0.3 is now available","March 7, 2014","David Smith",2014,7,"March",3,"2014-3-7",2014-03-07
"274","Hyperthreading FTW? Testing parallelization performance in R.","March 7, 2014","Sascha W.",2014,7,"March",3,"2014-3-7",2014-03-07
"275","RUG-Philippines Meetup: Markov Switching Models in R","March 7, 2014","Al-Ahmadgaid Asaad",2014,7,"March",3,"2014-3-7",2014-03-07
"276","Advances in scalable Bayesian computation [day #4]","March 7, 2014","xi'an",2014,7,"March",3,"2014-3-7",2014-03-07
"277","Analytics Software Popularity Update: Counting Blogs, Simplifying Job Searches","March 6, 2014","Bob Muenchen",2014,6,"March",3,"2014-3-6",2014-03-06
"278","Using R: common errors in table import","March 6, 2014","mrtnj",2014,6,"March",3,"2014-3-6",2014-03-06
"279","What are the most common RNG seeds used in R scripts on Github?","March 6, 2014","benjaminlmoore",2014,6,"March",3,"2014-3-6",2014-03-06
"280","Poverty and Crime in Mexico – Interactive Map","March 6, 2014","Jose",2014,6,"March",3,"2014-3-6",2014-03-06
"281","Getting Started with Hidden Markov Models in R","March 6, 2014","Joseph Rickert",2014,6,"March",3,"2014-3-6",2014-03-06
"282","R-users.com: invite fellow R-users to Jobs, conferences, and R-projects","March 6, 2014","Tal Galili",2014,6,"March",3,"2014-3-6",2014-03-06
"283","Air quality, weather analysis & latent feature modelling @RBelgium","March 6, 2014","BNOSAC - Belgium Network of Open Source Analytical Consultants",2014,6,"March",3,"2014-3-6",2014-03-06
"284","Advances in scalable Bayesian computation [day #3]","March 6, 2014","xi'an",2014,6,"March",3,"2014-3-6",2014-03-06
"285","Near-zero variance predictors. Should we remove them?","March 6, 2014","thiagogm",2014,6,"March",3,"2014-3-6",2014-03-06
"286","A simple R bootstrap function for beginners","March 5, 2014","Robert",2014,5,"March",3,"2014-3-5",2014-03-05
"287","Advances in scalable Bayesian computation [day #2]","March 5, 2014","xi'an",2014,5,"March",3,"2014-3-5",2014-03-05
"288","Web Scraping: Scaling up Digital Data Collection","March 5, 2014","Rolf Fredheim",2014,5,"March",3,"2014-3-5",2014-03-05
"289","Error bars in R","March 5, 2014","Dan Kelley Blog/R",2014,5,"March",3,"2014-3-5",2014-03-05
"290","Using APIs in Python: a quick example","March 4, 2014","tlfvincent",2014,4,"March",3,"2014-3-4",2014-03-04
"291","Forecasting weekly data","March 4, 2014","Rob J Hyndman",2014,4,"March",3,"2014-3-4",2014-03-04
"292","Some statistics about the book","March 4, 2014","John Mount",2014,4,"March",3,"2014-3-4",2014-03-04
"293","Read more »","March 4, 2014","Robert",2014,4,"March",3,"2014-3-4",2014-03-04
"294","Visualizations on the Monopoly board","March 4, 2014","Joseph Rickert",2014,4,"March",3,"2014-3-4",2014-03-04
"295","Emacs, ESS and R for Zombies","March 4, 2014","Francis Smart",2014,4,"March",3,"2014-3-4",2014-03-04
"296","The Star Puzzle","March 4, 2014","xi'an",2014,4,"March",3,"2014-3-4",2014-03-04
"297","Advances in scalable Bayesian computation [day #1]","March 4, 2014","Daniel",2014,4,"March",3,"2014-3-4",2014-03-04
"298","Beautiful table outputs in R, part 2 #rstats #sjPlot","March 4, 2014","Markus Gesmann",2014,4,"March",3,"2014-3-4",2014-03-04
"299","Review: Kölner R Meeting 26 Feburary 2014","March 3, 2014","Rob J Hyndman",2014,3,"March",3,"2014-3-3",2014-03-03
"300","Fitting models to short time series","March 3, 2014","David Smith",2014,3,"March",3,"2014-3-3",2014-03-03
"301","Revolution Analytics in the News: Visionary in the Wired Cloud","March 3, 2014","Sean Crawford",2014,3,"March",3,"2014-3-3",2014-03-03
"302","Quandl R tutorial now on DataCamp","March 3, 2014","Gianluca Baio",2014,3,"March",3,"2014-3-3",2014-03-03
"303","Issue with thinning in R2OpenBUGS vs R2jags","March 3, 2014","Kay Cichini",2014,3,"March",3,"2014-3-3",2014-03-03
"304","Use Case: Make Contour Lines for Google Earth with Spatial R","March 3, 2014","Dan Mirman",2014,3,"March",3,"2014-3-3",2014-03-03
"305","Guidebook for growth curve analysis","March 3, 2014","mrtnj",2014,3,"March",3,"2014-3-3",2014-03-03
"306","Using R: correlation heatmap, take 2","March 3, 2014","mangosolutions",2014,3,"March",3,"2014-3-3",2014-03-03
"307","Call for Presentations – EARL Conference, London","March 3, 2014","Thomas Hopper",2014,3,"March",3,"2014-3-3",2014-03-03
"308","Rewriting plot.qcc using ggplot2 and grid","March 3, 2014","aschinchon",2014,3,"March",3,"2014-3-3",2014-03-03
"309","Warholing Grace With Clara","March 3, 2014","DataCamp",2014,3,"March",3,"2014-3-3",2014-03-03
"310","LEARN TO USE QUANDL IN R: A FREE R TUTORIAL WITH A SHIELD","March 3, 2014","Fabio Veronesi",2014,3,"March",3,"2014-3-3",2014-03-03
"311","Plotting an Odd number of plots in single image","March 3, 2014","Educate-R - R",2014,3,"March",3,"2014-3-3",2014-03-03
"312","rCharts with slidy","March 3, 2014","TorinoR.net",2014,3,"March",3,"2014-3-3",2014-03-03
"313","Seventh Torino R net meeting, free spatial data analysis workshop and R introductory course","March 3, 2014","TorinoR.net",2014,3,"March",3,"2014-3-3",2014-03-03
"314","Presentations of the sixth Torino R net meeting are online","March 2, 2014","Karsten W.",2014,2,"March",3,"2014-3-2",2014-03-02
"315","Consecutive Numbers in Lottery Draws","March 2, 2014","arsalvacion",2014,2,"March",3,"2014-3-2",2014-03-02
"316","Introduction to R for Quantitative Finance Introduction to R for Quantitative Finance (Book Review)","March 2, 2014","grumble10",2014,2,"March",3,"2014-3-2",2014-03-02
"317","Computing R square for Generalized Linear Mixed Models in R","March 2, 2014","Dimiter Toshkov",2014,2,"March",3,"2014-3-2",2014-03-02
"318","Predicting movie ratings with IMDb data and R","March 2, 2014","Wingfeet",2014,2,"March",3,"2014-3-2",2014-03-02
"319","Simple Pharmacokinetics with Jags","March 2, 2014","Jeroen Ooms",2014,2,"March",3,"2014-3-2",2014-03-02
"320","Call for abstracts to present at useR! 2014","March 2, 2014","Jeroen Ooms",2014,2,"March",3,"2014-3-2",2014-03-02
"321","Reading OECD.Stat into R","March 1, 2014","tcamm",2014,1,"March",3,"2014-3-1",2014-03-01
"322","The Statistics behind “Verification by Multiplicity”","March 1, 2014","Nina Zumel",2014,1,"March",3,"2014-3-1",2014-03-01
"323","Read more »","March 1, 2014","Rasmus Bååth",2014,1,"March",3,"2014-3-1",2014-03-01
"324","Oldies but Goldies: Statistical Graphics Books","March 1, 2014","Kay Cichini",2014,1,"March",3,"2014-3-1",2014-03-01
"325","Use GDAL from R Console to Split Raster into Tiles","March 1, 2014","Lindons Log » R",2014,1,"March",3,"2014-3-1",2014-03-01
"326","C++11 versus R Standalone Random Number Generation Performance Comparison","March 1, 2014","Thinking inside the box",2014,1,"March",3,"2014-3-1",2014-03-01
"327","RcppEigen 0.3.2.0.2","March 1, 2014","TorinoR.net",2014,1,"March",3,"2014-3-1",2014-03-01
"328","Free Sweave Course","March 1, 2014","TorinoR.net",2014,1,"March",3,"2014-3-1",2014-03-01
"329","Presentations of the sixth Torino R net meeting – 21 Nov 2013","March 1, 2014","Jeffrey Hollister",2014,1,"March",3,"2014-3-1",2014-03-01
"330","A great idea: R Markdown for Undergrads","March 1, 2014","Thinking inside the box",2014,1,"March",3,"2014-3-1",2014-03-01
"331","RcppArmadillo 0.4.100.0","March 1, 2014","Thomas Hopper",2014,1,"March",3,"2014-3-1",2014-03-01
"332","Individuals and Moving Range Charts in R","February 28, 2014","Max Kuhn",2014,28,"February",2,"2014-2-28",2014-02-28
"333","caret webinar materials","February 28, 2014","The R Trader",2014,28,"February",2,"2014-2-28",2014-02-28
"334","Using CART for Stock Market Forecasting","February 28, 2014","David Smith",2014,28,"February",2,"2014-2-28",2014-02-28
"335","Who knows the Oscar winners? The betting markets, probably.","February 28, 2014","Daniel",2014,28,"February",2,"2014-2-28",2014-02-28
"336","Simply creating various scatter plots with ggplot #rstats","February 28, 2014","Quantide srl",2014,28,"February",2,"2014-2-28",2014-02-28
"337","“Statistical Models with R” Course – Milano, October 24-25, 2013","February 28, 2014","Quantide srl",2014,28,"February",2,"2014-2-28",2014-02-28
"338","“A short introduction to R” Course – Milano, March 26, 2014","February 27, 2014","Eric Cai - The Chemical Statistician",2014,27,"February",2,"2014-2-27",2014-02-27
"339","Useful Functions in R for Manipulating Text Data","February 27, 2014","nsaunders",2014,27,"February",2,"2014-2-27",2014-02-27
"340","A minor update to my “apply functions” post","February 27, 2014","xi'an",2014,27,"February",2,"2014-2-27",2014-02-27
"341","Foundations of Statistical Algorithms [book review]","February 27, 2014","Joseph Rickert",2014,27,"February",2,"2014-2-27",2014-02-27
"342","R User Groups Update","February 27, 2014","Ken Kleinman",2014,27,"February",2,"2014-2-27",2014-02-27
"343","Example 2014.3: Allow different variances by group","February 27, 2014","Francis Smart",2014,27,"February",2,"2014-2-27",2014-02-27
"344","Easily generate correlated variables from any distribution (without copulas)","February 27, 2014","Rob J Hyndman",2014,27,"February",2,"2014-2-27",2014-02-27
"345","More time series data online","February 26, 2014","ezpz",2014,26,"February",2,"2014-2-26",2014-02-26
"346","Vertical Histogram","February 26, 2014","Andrew Z",2014,26,"February",2,"2014-2-26",2014-02-26
"347","Type I error rates in test of normality by simulation","February 26, 2014","David Smith",2014,26,"February",2,"2014-2-26",2014-02-26
"348","Revolution Analytics named a Visionary in the Gartner Magic Quadrant for Advanced Analytics Platforms","February 26, 2014","rwo2014",2014,26,"February",2,"2014-2-26",2014-02-26
"349","Displaying spatial sensor data from Arduino with R on Google Maps","February 26, 2014","Fabio Veronesi",2014,26,"February",2,"2014-2-26",2014-02-26
"350","Oce translations","February 26, 2014","Dan Kelley Blog/R",2014,26,"February",2,"2014-2-26",2014-02-26
"351","rMaps Mexico map","February 26, 2014","Fellgernon Bit - rstats",2014,26,"February",2,"2014-2-26",2014-02-26
"352","Nonlinear Time Series just appeared","February 25, 2014","xi'an",2014,25,"February",2,"2014-2-25",2014-02-25
"353","A Year of Using RStudio","February 25, 2014","ivannp",2014,25,"February",2,"2014-2-25",2014-02-25
"354","How baby names propagate as memes across the US","February 25, 2014","Brian Rowe",2014,25,"February",2,"2014-2-25",2014-02-25
"355","Quantitative Finance Applications in R – 4:  Using the Generalized Lambda Distribution to Simulate Market Returns","February 25, 2014","Joseph Rickert",2014,25,"February",2,"2014-2-25",2014-02-25
"356","Web Scraping part2: Digging deeper","February 25, 2014","Rolf Fredheim",2014,25,"February",2,"2014-2-25",2014-02-25
"357","Convert Ensembl, Unigene, Uniprot and RefSeq IDs to Symbol IDs in R using Bioconductor","February 25, 2014","Benjamin Tovar Cisneros",2014,25,"February",2,"2014-2-25",2014-02-25
"358","testthat 0.8 (and 0.8.1)","February 25, 2014","hadleywickham",2014,25,"February",2,"2014-2-25",2014-02-25
"359","dplyr 0.1.2","February 25, 2014","hadleywickham",2014,25,"February",2,"2014-2-25",2014-02-25
"360","Genetic data, large matrices and glmnet()","February 25, 2014","Flavio Barros",2014,25,"February",2,"2014-2-25",2014-02-25
"361","Next Kölner R User Meeting: 26 February 2014","February 25, 2014","Markus Gesmann",2014,25,"February",2,"2014-2-25",2014-02-25
"362","Job Trends in the Analytics Market: New, Improved, now Fortified with C, Java, MATLAB, Python, Julia and Many More!","February 24, 2014","Bob Muenchen",2014,24,"February",2,"2014-2-24",2014-02-24
"363","2013-11 Improving the ‘gridGraphviz’ package in R","February 24, 2014","akoh003",2014,24,"February",2,"2014-2-24",2014-02-24
"364","The forecast mean after back-transformation","February 24, 2014","Rob J Hyndman",2014,24,"February",2,"2014-2-24",2014-02-24
"365","Bayesian First Aid: Two Sample t-test","February 24, 2014","Rasmus Bååth",2014,24,"February",2,"2014-2-24",2014-02-24
"366","Brief introduction on Sweave and Knitr for reproducible research","February 24, 2014","beckmw",2014,24,"February",2,"2014-2-24",2014-02-24
